"Name","Label_Confidence","count","Creator"
"Advertisement",88.7203509012858,6,"A1Startup"
"Alphabet",70.6754150390625,1,"A1Startup"
"Apse",55.3934440612793,1,"A1Startup"
"Architecture",96.2009334564209,4,"A1Startup"
"Art",61.4909019470215,1,"A1Startup"
"Astronomy",89.7088088989258,1,"A1Startup"
"Audience",90.8570499420166,4,"A1Startup"
"Blackboard",77.3416690826416,2,"A1Startup"
"Blazer",86.6176234654018,7,"A1Startup"
"Book",90.7546463012695,2,"A1Startup"
"Box",99.4892349243164,2,"A1Startup"
"Brochure",93.0129585266113,2,"A1Startup"
"Building",99.092512512207,5,"A1Startup"
"Cafe",72.4966506958008,2,"A1Startup"
"Cafeteria",88.3597030639648,2,"A1Startup"
"Car",99.275505065918,1,"A1Startup"
"Cardboard",97.215202331543,2,"A1Startup"
"Carton",97.215202331543,2,"A1Startup"
"Cell Phone",99.9777374267578,2,"A1Startup"
"Chair",93.26025390625,4,"A1Startup"
"City",99.6479682922363,2,"A1Startup"
"Classroom",92.1649017333984,1,"A1Startup"
"Clinic",62.9599876403809,1,"A1Startup"
"Clothing",94.639745203654,30,"A1Startup"
"Coat",91.605962117513,6,"A1Startup"
"Coffee Cup",94.6304931640625,2,"A1Startup"
"Comics",87.8064117431641,1,"A1Startup"
"Computer",98.1637344360352,1,"A1Startup"
"Computer Keyboard",93.983757019043,1,"A1Startup"
"Condo",80.9647445678711,1,"A1Startup"
"Credit Card",76.1038970947266,1,"A1Startup"
"Crowd",90.417942682902,12,"A1Startup"
"Cup",94.6304931640625,2,"A1Startup"
"Downtown",95.9596557617188,1,"A1Startup"
"Electrical Device",93.828727722168,1,"A1Startup"
"Electronics",82.753717150007,7,"A1Startup"
"Executive",84.7281532287598,2,"A1Startup"
"Face",63.5208530426025,4,"A1Startup"
"Female",79.3424580891927,3,"A1Startup"
"First Aid",98.5412826538086,1,"A1Startup"
"Floor",78.1349487304688,1,"A1Startup"
"Flooring",89.9409980773926,2,"A1Startup"
"Flyer",90.0296951293945,5,"A1Startup"
"Food",60.1664047241211,1,"A1Startup"
"Furniture",92.0458742777507,6,"A1Startup"
"Game",66.6399841308594,1,"A1Startup"
"Gas Pump",98.1799240112305,1,"A1Startup"
"Gas Station",81.3120269775391,1,"A1Startup"
"GPS",78.4228191375732,2,"A1Startup"
"Grass",99.8174514770508,1,"A1Startup"
"Hair",92.6011734008789,1,"A1Startup"
"High Rise",99.1493263244629,2,"A1Startup"
"Home Decor",84.3989283243815,3,"A1Startup"
"Housing",92.2034047444661,3,"A1Startup"
"Human",98.914176940918,1,"A1Startup"
"Id Cards",91.8068542480469,1,"A1Startup"
"Indoors",92.3104877471924,8,"A1Startup"
"Interior Design",87.7518793741862,3,"A1Startup"
"Iphone",56.3602066040039,1,"A1Startup"
"Jacket",89.7527351379395,2,"A1Startup"
"Jeans",99.0744953155518,4,"A1Startup"
"Label",92.7806777954102,2,"A1Startup"
"Laptop",69.9281692504883,1,"A1Startup"
"Lawn",89.5369644165039,1,"A1Startup"
"Lecture",74.9377670288086,2,"A1Startup"
"Lighting",92.8616638183594,2,"A1Startup"
"Lobby",83.9420852661133,1,"A1Startup"
"Logo",75.2528025309245,3,"A1Startup"
"Long Sleeve",86.592768351237,6,"A1Startup"
"Machine",98.4479370117188,1,"A1Startup"
"Man",69.4029846191406,1,"A1Startup"
"Manga",59.9039688110352,1,"A1Startup"
"Metropolis",94.9917144775391,2,"A1Startup"
