"","article_link","img_link"
"1","https://austrianstartups.com/action-plan-to-make-europe-a-global-powerhouse-for-startups/","https://austrianstartups.com/wp-content/uploads/2021/05/EUActionplan-300x200.png"
"2","https://austrianstartups.com/future-weekly-90-deep-dive-hypergrowth-mit-felix-ohswald/","https://austrianstartups.com/wp-content/uploads/2021/05/futureweekly2-300x157.png"
"3","https://austrianstartups.com/future-weekly-88-deep-dive-startup-hotspot-wien-mit-gabi-tatzberger/","https://austrianstartups.com/wp-content/uploads/2021/05/futureweekly-300x158.png"
"4","https://austrianstartups.com/future-weekly-86-deep-dive-die-zukunft-der-events-mit-stefan-stucklschweiger/","https://austrianstartups.com/wp-content/uploads/2021/04/future_weekly-300x164.png"
"5","https://austrianstartups.com/future-weekly-die-zukunft-von-osterreich-mit-hansi-hansmann/","https://austrianstartups.com/wp-content/uploads/2021/04/Screenshot-2021-04-18-at-19.32.37-300x168.png"
"6","https://austrianstartups.com/future-weekly-blockchain-nfts-crypto-mit-jurgen-hobarth/","https://austrianstartups.com/wp-content/uploads/2021/04/fweekly-1-300x153.png"
"7","https://austrianstartups.com/guest-post-success-factors-among-startups-in-austria/","https://austrianstartups.com/wp-content/uploads/2021/04/image3-300x156.png"
"8","https://austrianstartups.com/regierungsprogramm-2020-die-startup-perspektive/","https://austrianstartups.com/wp-content/uploads/2020/01/CleanShot-2020-12-23-at-12.17.27@2x-300x165.png"
"9","https://austrianstartups.com/hand-in-hand-fur-zukunftsfahige-innovationen-beim-circle17-impacthon-2/","https://austrianstartups.com/wp-content/uploads/2020/11/Circle17_Eventbrite_Header1_2160x1080_High2-300x150.jpg"
"10","https://austrianstartups.com/12-months-of-austrianstartups-rephil-starting-up-part-time-finding-focus-channeling-your-inner-entrepreneur/","https://austrianstartups.com/wp-content/uploads/2020/11/image-300x300.jpg"
"11","https://austrianstartups.com/entrepreneurs-of-austria-18-tiago-liko/","https://austrianstartups.com/wp-content/uploads/2020/10/tiago_background-300x169.jpg"
"12","https://austrianstartups.com/entrepreneurs-of-austria-17-christoph-bitzner/","https://austrianstartups.com/wp-content/uploads/2020/10/Bitzner-Square-300x300.jpg"
"13","https://austrianstartups.com/entrepreneurs-of-austria-16-sophie-wirth/","https://austrianstartups.com/wp-content/uploads/2020/09/3I4A8573-300x224.jpeg"
"14","https://austrianstartups.com/entrepreneurs-of-austria-specialedition-3-most-valuable-skills/","https://austrianstartups.com/wp-content/uploads/2020/02/EoA_3-most-valuable-skills-300x300.png"
"15","https://austrianstartups.com/entrepreneurs-of-austria-15-laura-karasinski/","https://austrianstartups.com/wp-content/uploads/2020/09/AK_Pressefoto_2019©PhilippJelenska_CLEAN-min1-200x300.jpg"
"16","https://austrianstartups.com/entrepreneurs-of-austria-specialedition-top-5-reasons-why/","https://austrianstartups.com/wp-content/uploads/2020/08/EoA-Why-Post-300x300.png"
"17","https://austrianstartups.com/entrepreneurs-of-austria-13-rebekka-dober/","https://austrianstartups.com/wp-content/uploads/2020/08/alpbach-yep-pitch-300x200.jpg"
"18","https://austrianstartups.com/entrepreneurs-of-austria-12-stefan-yazzie-herbert/","https://austrianstartups.com/wp-content/uploads/2020/08/image.png"
"19","https://austrianstartups.com/entrepreneurs-of-austria-special-edition-hannah-wundsam/","https://austrianstartups.com/wp-content/uploads/2020/08/Hannah2-300x214.png"
