"","article_URL","creator","article_title","content","img_link","date"
"1","https://www.blueminds-company.com/event-invitation-the-future-of-mobility-on-19-october-2017/","BlueMinds-Company","Event Einladung: THE FUTURE OF MOBILITY am 19 Oktober 2017","Eine neue Ära der Mobility steht uns bevor: selbstfahrende Autos sind längst keine Vision mehr, sondern zunehmend Realität. High-Tech Experten aus Israel revolutionierten die Industrie des autonomen Fahrens und ebneten den Weg für eine vollautomatisierte Zukunft. Aber wie wird diese aussehen? Welche Meilensteine müssen überwunden werden? Die AICC, der ÖAMTC (Österreichischer Automobil-, Motorrad- und Touringclub ), The Blue Minds Company und WeXelerate laden ein zu der Podiumsveranstaltung “The Future of Mobility – Will be still driving in an autonomous future” am 19. Oktober 2017 um 18:00 Uhr im WeXelerate Hub (Praterstraße 1, 1020 Wien). Dabei dürfen wir als Keynote begrüßen: Lior Sethon, Deputy General Manager of Aftermarket Division, Mobileye Vision Technologies Ltd. Teilnehmer der Podiumsdiskussion: Walter Kreisel, CEO Kreisel Systems GmbHHermann Stockinger, CEO easE-Link GmbHAsaf Formoza, CEO Citytransformer Ltd.Irene Feige, Institute for Mobility Research, BMW Group, MünchenChristian Hahn, CEO Hubject GmbH JETZT REGISTRIEREN! Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2017/03/4m8a8119-480x720.jpg",2018-05-01
"2","https://www.blueminds-company.com/evergreen-innovation-camp-48-stunden-hackathon/","BlueMinds-Company","Evergreen Innovation Camp: 48-Stunden Hackathon an der BOKU Wien brachte neue Lösungsansätze für die Nachverfolgung von Holz","Über 70 teilnehmende Studierende und Young Professionals aus insgesamt 18 Universitäten und Fachhochschulen aus 3 Ländern Von 27. bis 29. November 2019 fand das erste Evergreen Innovation Camp im Format eines Hackathons an der Universität für Bodenkultur (BOKU) in Wien statt. Über 70 Studierende und Young Professionals aus ganz Österreich, Deutschland und der Schweiz arbeiteten 48 Stunden in interdisziplinären Teams an einer definierten Challenge. Zielsetzung war, innovative und ökonomisch umsetzbare Lösungen zur Nachverfolgung von Holz zu finden. Die transparente Rückverfolgung jedes einzelnen Baumstammes vom Ernteort im Wald bis zur Ankunft im Sägewerk wird für eine nachhaltige Holzversorgung und damit für die Holzindustrie immer wichtiger. Verbraucher wollen heute wissen, woher die Holzprodukte stammen. Im Rahmen des Evergreen Innovation Camps sollten konkrete Lösungsansätze gefunden werden, um die Nachvollziehbarkeit und die Transparenz der Lieferkette zu garantieren. Der Hauptpreis für die beste Lösungsidee ging an ein Team von 5 Studenten aus Österreich und wurde im Rahmen eines Abschlussevents feierlich überreicht. Anwesende Gäste waren u.a. Bundesministerin für Nachhaltigkeit und Tourismus Maria Patek, der Rektor der BOKU Wien Prof. Hubert Hasenauer sowie Vertreter führender Unternehmen und Verbände. Das Siegerteam „Tree ID“ entwickelte ein Konzept, das auf den Abgleich von Laservermessungsdaten aus dem Wald und im Werk basiert. Vor der Ernte werden die stehenden Bäume mittels Laserabtastung vermessen. Stammkontur und die Astverteilung entlang des Stammmantels sind so eindeutig, dass darauf eine Wiedererkennung möglich sein sollte. Das zweitplatzierte Team „Smeasure“ programmierte binnen 48 Stunden einen funktionierenden Prototypen dessen neuronales Netzwerk die Astverteilung bereits gefällter Bäume erkennt. Zusätzlich wird das Jahrringmuster gescannt. Um den Arbeitsablauf zu erleichtern, werden Kamera und GPS-Modul in das Maßband des Forstarbeiters integriert. Platz 3 erreichten die „Logsmiths“. Deren smarter Markierhammer bringt mit RFID-Chips versehene Plättchen auf den Stämmen an. Automatisch werden damit die GPS-Koordinaten registriert. Einzigartig beim Evergreen Innovation Camp Hackathon war die Zusammensetzung der Teams: Studierende der Forst- und Holzwirtschaft, der Informatik, Chemie, Logistik und sogar Mathematiker waren vertreten. Die Durchmischung der Fachrichtungen eröffnete ganz neue Herangehensweisen und Lösungsansätze. Damit die Teilnehmer, neben ihrem Vorwissen etwa aus der Forst- und Holzwirtschaft oder rund um die Supply Chain, Technologien wie Blockchain, Artificial Intelligence und IoT (Internet of Things) ebenso zur Lösung der Challenge einsetzen konnten, standen ihnen erfahrene Experten aus den jeweiligen Bereichen als Mentoren tatkräftig zur Seite. Über das Evergreen Innovation Camp Das Evergreen Innovation Camp ist das Nachfolgeprojekt des renommierten „Schweighofer Prize“ und wurde von der Evergreen Privatstiftung initiiert und unterstützt. Diese hat sich Förderungen im Bereich der Forst- und Holzwirtschaft (u.a. die Unterstützung von Innovation, Forschung und Entwicklung, universitäre Aus- und Weiterbildung) sowie die Unterstützung von philanthropischen Projekten zum Ziel gesetzt. Der Name „Evergreen“ soll dabei der Idee der Nachhaltigkeit und der Beständigkeit auch den entsprechenden symbolischen Ausdruck verleihen. Nach den vielversprechenden Erfahrungen mit der Premiere soll auch in 2020 ein Evergreen Innovation Camp zu einem neuen Thema veranstaltet werden. Ausrichtende Organisation und Innovationstreiber in Bezug auf die konzeptionelle und inhaltliche Gestaltung der Innovation Challenge ist die Blue Minds Group. „Österreich ist fast zur Hälfte mit Wald bedeckt. Unsere Wälder erfüllen zahlreiche Funktionen, sie stehen aber gleichzeitig vor großen Herausforderungen. Oberste Priorität ist die nachhaltige Bewirtschaftung unserer Wälder. Mit innovativen Ideen, Konzepten und neuen Ansätzen können wir Antworten auf aktuelle Fragen finden und die nachhaltige Zukunft unserer Wälder sichern.“Maria Patek, Bundesministerin für Nachhaltigkeit und Tourismus „Das Format eines Hackathons und das Zusammenwirken von Teilnehmern aus verschiedensten Studienrichtungen fördern den interdisziplinären Austausch und ermöglichen völlig neue Zugangsweisen. Wir freuen uns, dass dieses Format so gut angenommen wurde und hoffen, damit einen wertvollen Beitrag für zukünftige Entwicklungen im Bereich Forst und Holz und für die Förderung von jüngeren Generationen leisten zu können.“Georg Erlacher, Stiftungsvorstand Evergreen Privatstiftung „Die nachhaltige Verwendung von Holz aus unseren heimischen Wäldern ist ein wichtiger Beitrag zum Klimaschutz. Wir sind sehr stolz, dass das Evergreen Innovation Camp an der BOKU stattfindet, denn es passt perfekt in unsere BOKU Mission „Innovation Leader“ einer „Green Economy“ zu sein.“Hubert Hasenauer, Rektor BOKU Wien Rückfragen & Kontakt: Christina Lang, MSc Marketing Evergreen Innovation Camp Blue Minds Groupchristina.lang@blueminds-company.com OTS, 3. Dez. 2019Zum Artikel Sharetwittern teilen mitteilen ","https://www.blueminds-company.com/wp-content/uploads/2019/12/evergreen-innovation-camp-48h-hackathon-480x321.jpg",2020-09-01
"3","https://www.blueminds-company.com/frischer-wind-fuer-die-oesterreichische-innovationslandschaft/","BlueMinds-Company","Frischer Wind für die österreichische Innovationslandschaft!","INNOVATE Austria’s Digital Innovation Hub for Agriculture, Timber and Energy INNOVATE ist Österreichs Zentrum für Digitalisierung in der Land-, Forst-, Holz- und Energiewirtschaft. Als Zusammenschluss von mehreren Technologiezentren arbeiten wir gemeinsam mit österreichische Klein- und Mittelbetrieben (KMU) an Digitalisierung und Innovation in der Land-, Forst-, Holz- und Energiewirtschaft. Wir verknüpfen Pioniergeist mit Tradition und entwickeln gemeinsam mit KMU maßgeschneiderte, digitale Lösungen. INNOVATE wird vom Bundesministerium für Digitalisierung und Wirtschaftsstandort und der FFG im Rahmen der Digital Innovation Hubs unterstützt. Eine tolle Initiative, die aus der Blue Minds Group heraus von TECHHOUSE gegründet wurde. Link zur Webseite: www.dih-innovate.at Zugehörige Pressemitteilung: https://www.ots.at/presseaussendung/OTS_20210129_OTS0082/schramboeck-digital-innovation-hubs-fuer-ganz-oesterreich?fbclid=IwAR37Xz45lBMVZrArktd25eT9OzRnt2aWHIdN54zAyHaZJjuuzV_3f2XpukM Sharetwittern teilen mitteilen ","https://www.blueminds-company.com/wp-content/uploads/2021/04/Innovate_Logo_Black_Yellow_RGB2-480x316.jpg",2021-01-01
"4","https://www.blueminds-company.com/galerie-wiener-energie-impulse-1-die-blockchain-revolution/","BlueMinds-Company","Galerie: Wiener Energie Impulse #1 – Die Blockchain Revolution","Wie wird sich Blockchain auf die Energiebranche auswirken? Inwiefern wird das Thema insgesamt in der Stadt aufgenommen? Diese Fragen wurden in der Auftaktveranstaltung “Die Blockchain Revolution” der Eventreihe WIENER ENERGIE IMPULSE am 16. Februar 2017 unter der Moderation von Eveline Steinberger-Kern, Gründerin The Blue Minds Company im ÖBB Innovation Lab diskutiert. Wir danken Initiatorin, Vizebürgermeisterin Maria Vassilakou und unsere Diskutanten: Ewald Hesse, CEO GridSingularity Simon Honegger, CEO guh.io Harald Jony, Head of Energy Management ÖBB Infrastruktur AG. Photocredits ©Daniel Shaked | www.danielshaked.com Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2016/09/36-480x320.jpg",2017-05-01
"5","https://www.blueminds-company.com/galerie-wiener-energie-impulse-2-stadt-wohnen-4-0/","BlueMinds-Company","Galerie: Wiener Energie Impulse #2 – Stadt.Wohnen 4.0","„Von Industrie 4.0 zu Wohnen 4.0“ – so lautet unsere Vision. Die digitale Transformation eröffnet Chancen zu mehr Flexibilität und innovativen Lösungen im Bauwesen. Passend zu dem Motto „Stadt.Wohnen 4.0: Retrofit vs. neues Design“ fand die zweite Veranstaltung der Eventreihe WIENER ENERGIE IMPULSE Impulse am 26. April 2017 im weltweit ersten Plus-Energiebürohaus „TU the Sky“ am Campus der Technischen Universität Wien, statt. Im Rahmen der in Wien stattfindenden Internationalen Passivhaustagung 2017, diskutierte Vize-Bürgermeisterin der Stadt Wien, Maria Vassilakou mit: Günter Lang, Leiter Passivhaus Austria, Angela Köppl, Umweltökonomin am Wirtschaftsforschungsinstitut (WIFO) und Robert Korab, Gründer raum & kommunikation unter der Moderation von Eveline Steinberger-Kern, Gründerin The Blue Minds Company. Begrüßung: Gerald Hodecek, Leiter OE Gebäude und Technik TU Gut Impulsvortrag: Robert Schwertner, Österreichische Forschungsförderungsgesellschaft (FFG) Programmleiter „Stadt der Zukunft“ Photocredits ©Daniel Shaked | www.danielshaked.com Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2016/09/ClimateLaunchpad_Foto1-480x304.jpg",2017-09-01
"6","https://www.blueminds-company.com/galerie-wiener-energie-impulse-3-staedte-schaffen-lebens-raum-zukunftsbild-mobilitaet/","BlueMinds-Company","Galerie: Wiener Energie Impulse #3 – Städte schaffen (Lebens-)Raum! Zukunftsbild: Mobilität","Die „Mobilitätswende“ ist eine Verkehrswende Die dritte Veranstaltung der Wiener Energie Impulse am 4. Oktober 2017 widmete sich ganz dem Thema „Zukunftsmobilität“ und den damit verbundenen Herausforderungen für die Stadt- und Verkehrsplanung der Stadt Wien. Als Austragungsort des Events wurde dieses Mal die Nordbahnhalle, eine ehemalige Lagerhalle, im Herzen des Stadtentwicklungsgebietes Nord- und Nordwestbahnhof ausgewählt welches als gutes Beispiel für das Schaffen von neuen öffentlichen Räumen dient. Unter der Moderation von Eveline Steinberger-Kern, diskutierte Schirmherrin dieser Eventreihe und Vizebürgermeisterin der Stadt Wien, Maria Vassilakou dieses Mal am Podium mit Herbert Hetzel, Stadtentwicklungsexperte und Gründer von BauConsult Projektmanagement GmbH, Eva Favry, Mobilitätsexpertin des WIMEN-Vereins und Alexander Hotowy, CEO von accilium GmbH und Vertreter der ‚Neuen Mobilität’. Keynote: Markus Mailer, Institut für Infrastruktur und intelligente Verkehrssysteme, Universität Innsbruck Photocredits ©Daniel Shaked | www.danielshaked.com Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2017/09/21557915_10159509435555624_6372691537326394231_n-480x480.jpg",2019-01-01
"7","https://www.blueminds-company.com/hyve-artificial-intelligence-machine-learning-seminar-at-the-blue-minds-company/","BlueMinds-Company","HYVE ARTIFICIAL INTELLIGENCE & MACHINE LEARNING SEMINAR at WeXelerate","Was ist Artifical Intelligence? Wie wird AI die Zukunft verändern? Müssen wir uns fürchten? Alle Fragen werden beim HYVE ARTIFICIAL INTELLIGENCE & MACHINE LEARNING SEMINAR at WeXelerate (ACHTUNG Ortsänderung!) am 20. Oktober 2017 beantwortet. Jetzt anmelden: https://www.hyvescience.net/de/ai-seminar/ Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2016/12/IMG_8357-480x320.jpg",2018-01-01
"8","https://www.blueminds-company.com/nachbericht-galerie-wiener-energie-impulse-4-smart-digital-green-city/","BlueMinds-Company","Nachbericht & Galerie: Wiener Energie Impulse #4 – Smart.Digital.Green City","Der Umgang mit Daten in einer smarten Stadt Neue Technologien bieten in vielen Bereichen bedeutende Chancen für die Stadt und die BürgerInnen. Gleichzeitig bringt die fortschreitende Digitalisierung Herausforderungen und soziale Risiken mit sich. Der Missbrauch der digital gespeicherten persönlichen Daten zählt dabei zu den größten Ängsten von BürgerInnen. Die Umsetzung von entsprechenden Datenschutzmaßnahmen und der richtige Umgang mit Daten sind notwendig um diese Ineffizienzen auch als Optimierungspotentiale zu erkennen und hier mit integrierten Energie- und Stadtplanungskonzepten anzusetzen. Open Government Data ist zum Beispiel, ein wichtiges Konzept für einerseits die Erhöhung der Datentransparenz und andrerseits das Ausschöpfen von Potentialen für Start-Ups und Forschungseinrichtungen. Am 29. November 2017 fand die vierte und letzte Veranstaltung der Eventreihe WIENER ENERGIE IMPULSE in den Räumlichkeiten des neuen Start-up Hubs weXelerate statt. Maria Vassilakou (Vizebürgermeisterin der Stadt Wien) diskutierte gemeinsam mit Ulrike Huemer (CIO der Stadt Wien), Peter Gönitzer (Geschäftsführer Wien Energie GmbH) und Bernhard Scharf (CTO Green4Cities GmbH) unter der Moderation von Eveline Steinberger-Kern (Gründerin The Blue Minds Company GmbH) über die Rolle von Daten für die Entwicklung einer innovativen und lebenswerten Stadt. Finden Sie hier den Nachbericht/ Pressenaussendung zur Veranstaltung. Photocredits ©Daniel Shaked | www.danielshaked.com Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2017/12/WEI4-by-Daniel-Shaked-©-2017-4529-480x320.jpg",2019-09-01
"9","https://www.blueminds-company.com/podiumsdiskussion-energy-talk/","BlueMinds-Company","Podiumsdiskussion Energy Talk, 26.6.2019","Podiumsdiskussion Energy Talk, 26.6.2019 GEWALTIGE TRANSFORMATIONSPROZESSE AM ENERGIEMARKT – WAS HAT DER ENDKUNDE DAVON? Auf dem Podium diskutieren: Wolfgang Urbantschitsch, Gescha¨ftsfu¨hrer E-Control Barbara Schmidt, Generalsekreta¨rin Oesterreichs Energie Michael Gerbavsits, Vorstand Energie Burgenland Walter Kreisel, Founder und Gescha¨ftsfu¨hrer W&Kreisel Group Eveline Steinberger-Kern, Gescha¨ftsfu¨hrerin The Blue Minds Company und Energy Hero Sharetwittern teilen mitteilen ","https://www.blueminds-company.com/wp-content/uploads/2019/05/the-blue-minds-company-beitragsbild-480x313.jpg",2020-05-01
"10","https://www.blueminds-company.com/presseaussedung-accelerate2initiate-exklusives-match-making-programm-der-blue-minds-company-mit-der-european-utility-week/","BlueMinds-Company","Presseaussedung: Accelerate2Initiate! – exklusives Match-Making Programm der Blue Minds Company mit der European Utility Week","Accelerate2Initiate! – exklusives Match-Making Programm der Blue Minds Company mit der European Utility Week Im Rahmen der European Utility Week organisieren Blue Minds und Initiate! erstmalig ein exklusives Innovationsprogramm – Accelerate 2 Initiate! – für Startups und Corporates. Wien (OTS) – Heute startet die Kooperation von The Blue Minds Company und Initiate! mit der European Utility Week (EUW) – der größten europäischen Messe für Energieversorger und der energieintensiven Industrie. Im November 2018 wird die European Utility Week zum zweiten Mal über mehrere Tage in der Wiener Messe tagen. Blue Minds hat in Kooperation mit Initiate! für die EUW ein brandneues Programm entwickelt – Accelerate 2 Initialte! als exklusives match-making Programm für Startups und Corporates. Das Programm hat zum Ziel die Innovation, neue Ideen und Denkweisen zu fördern um mehr Geschwindigkeit in den Energiesektor zu bringen. „Wir wollen im Rahmen von Accelerate 2 Initiate! das Matching zwischen Unternehmen und Startups auf ein ganz neues Level bringen um konkrete Piloten, Marktreife und gewinnbringende Outputs zu generieren“ betont Lorena Skiljan, Partner bei Blue Minds. Das Programm soll smarte Energieunternehmen und innovative Startups anziehen. Die teilnehmenden Unternehmen werden in ihrer Zusammenarbeit mit Startups, welche speziell für sie gescoutet werden, sowohl in der Vor- und Nachbereitung zu dem Event begleitet. „Frühzeitige Identifikation von industriespezifischen Entwicklungen sowie Expertise im Prozess der digitalen Transformation sind wichtige Bestandteile des match-making Programms. Aus diesem Grund sind wir erfreut Blue Minds als Partner des Initiate! Programms gewonnen zu haben. Blue Minds verfügen über etablierte Experten im Bereich Energy Transition und Innovation“ freut sich Sietske Jacobs, EUW Initiate! Project Manager. Die Startups werden im Vorfeld der EUW gemeinsam mit Corporates an Piloten sowie konkreten Geschäftsmodellen arbeiten. Die Ergebnisse werden von den Startups im November an der European Utility Week präsentiert. Jeder Corporate, als Teilnehmer des Programms sucht anschließend mindestens ein Startup aus, mit dem er in die konkrete Anwendung umsetzt. Gemeinsam implementieren sie das Projekt bzw. den Piloten. „Wir erwarten uns spannenden Output im Form von Leuchtturmprojekten, neuen Produkten, neuen Services und Kooperationen.“ sind sich die beide Verantwortlichen sicher. Initiate! hat sich dem Ziel verschrieben Innovation, Passion, Inklusion und Veränderung in der Energieindustrie zu fördern. Als Teil der European Utility Week, bietet Initiate! innovativen Geistern der Zukunft den richtigen Rahmen um über die Ideen und Innovationen gemeinsam mit der etablierten Industrie zu diskutieren. Zur EUW im November 2018 werden rund 12.000 Branchenexperten aus aller Welt in Wien erwartet. „Wir versammeln damit Europas Top-Know How zur Energieinnovation für ein paar Tage in Wien.“, freut sich Skiljan. „Diese Partnerschaft wird auch in den Folgejahren fixer Bestandteil des Innovationsmotors von Blue Minds bleiben“. Die Anmeldung zum Programm ist ab sofort offen [Link] The Blue Minds Company (TBMC) ist die go-to company für Geschäftsmodelle rund um die Energietransformation. Mit Enterprising, Incubating & Consulting arbeitet TBMC für und mit Unternehmen an den Herausforderungen des 21. Jahrhunderts von Wien und Tel Aviv aus. DRIVING THE ENERGY TRANSITION ist dabei das Motto. Weitere Informationen:www.european-utility-week.com/initiatewww.blueminds-company.com OTS, 21. 03. 2018Zum Artikel Sharetwittern teilen mitteilen 0Shares","https://www.blueminds-company.com/wp-content/uploads/2019/05/the-blue-minds-company-beitragsbild-480x313.jpg",2020-01-01
